Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,CheckedCredibilityAssessment,RejectionLetter,BKRAssessment,LoanOffer,PickedUp,EVAAssessment,InitialPayment,AcceptedOffer,CredibilityAssessment,LoanActivation,LoanDetails
1543393800009,call client to complement information,Murray,2018/11/28 14:57:13,2018/11/28 15:02:58,,,,,pickedup,,,,,,
1543393800008,send rejection letter,Rafael,2018/11/28 14:52:27,2018/11/28 15:04:21,,sent,,,,,,,,,
1543393800008,end,,2018/11/28 15:04:21,2018/11/28 15:04:21,,,,,,,,,,,
1543393800002,receive accepted offer,,2018/11/28 15:05:57,2018/11/28 15:05:57,,,,,,,,received,,,
1543393800006,activate loan application,Minh,2018/11/28 15:00:32,2018/11/28 15:06:30,,,,,,,,,,completed,
1543393800006,validate loan activation,Minh,2018/11/28 15:06:30,2018/11/28 15:09:08,,,,,,,,,,,
1543393800006,send welcome letter,Mose,2018/11/28 15:00:32,2018/11/28 15:09:31,,,,,,,,,,,
1543393800002,send welcome letter,Rafael,2018/11/28 15:05:57,2018/11/28 15:13:35,,,,,,,,,,,
1543393800010,perform BKR check,Frank,2018/11/28 15:07:12,2018/11/28 15:14:28,,,accepted,,,,,,,,
1543393800010,perform EVA check,Minh,2018/11/28 15:09:08,2018/11/28 15:14:56,,,,,,accepted,,,,,
1543393800011,perform BKR check,Minh,2018/11/28 15:16:17,2018/11/28 15:19:07,,,accepted,,,,,,,,
1543393800002,activate loan application,Murray,2018/11/28 15:05:57,2018/11/28 15:19:38,,,,,,,,,,completed,
1543393800006,execute initial payment,Mose,2018/11/28 15:09:31,2018/11/28 15:20:57,,,,,,,completed,,,,
1543393800010,perform credibility check,Frank,2018/11/28 15:14:56,2018/11/28 15:21:31,,,,,,,,,accepted,,
1543393800002,validate loan activation,Murray,2018/11/28 15:19:38,2018/11/28 15:22:24,,,,,,,,,,,
1543393800011,perform EVA check,Minh,2018/11/28 15:19:07,2018/11/28 15:22:56,,,,,,accepted,,,,,
1543393800010,confirm credibility check,Mose,2018/11/28 15:21:31,2018/11/28 15:24:13,accepted,,,,,,,,,,
1543393800011,perform credibility check,Frank,2018/11/28 15:22:56,2018/11/28 15:26:10,,,,,,,,,rejected,,
1543393800010,call client to complement information,Mose,2018/11/28 15:24:13,2018/11/28 15:26:54,,,,,pickedup,,,,,,
1543393800009,create loan offer,Ismael,2018/11/28 15:02:58,2018/11/28 15:28:08,,,,created,,,,,,,
1543393800006,return documents to client,Rafael,2018/11/28 15:20:57,2018/11/28 15:31:01,,,,,,,,,,,
1543393800006,end,,2018/11/28 15:31:01,2018/11/28 15:31:01,,,,,,,,,,,
1543393800004,after one hour 2,,2018/11/28 15:32:51,2018/11/28 15:32:51,,,,,,,,,,,
1543393800002,execute initial payment,Murray,2018/11/28 15:22:24,2018/11/28 15:33:16,,,,,,,completed,,,,
1543393800011,confirm credibility check,Mose,2018/11/28 15:26:54,2018/11/28 15:34:11,rejected,,,,,,,,,,
1543393800009,send loan offer,Murray,2018/11/28 15:33:16,2018/11/28 15:36:02,,,,,,,,,,,
1543393800012,perform BKR check,Minh,2018/11/28 15:33:59,2018/11/28 15:36:34,,,accepted,,,,,,,,
1543393800012,perform EVA check,Frank,2018/11/28 15:33:59,2018/11/28 15:39:13,,,,,,accepted,,,,,
1543393800009,check loan offer,Murray,2018/11/28 15:36:02,2018/11/28 15:39:43,,,,,,,,,,,
1543393800004,remind client,Mose,2018/11/28 15:34:11,2018/11/28 15:40:26,,,,,,,,,,,
1543393800003,after one hour 2,,2018/11/28 15:41:44,2018/11/28 15:41:44,,,,,,,,,,,
1543393800012,perform credibility check,Frank,2018/11/28 15:39:13,2018/11/28 15:42:25,,,,,,,,,accepted,,
1543393800002,return documents to client,Rafael,2018/11/28 15:33:16,2018/11/28 15:45:15,,,,,,,,,,,
1543393800002,end,,2018/11/28 15:45:15,2018/11/28 15:45:15,,,,,,,,,,,
1543393800011,send rejection letter,Mose,2018/11/28 15:40:26,2018/11/28 15:45:56,,sent,,,,,,,,,
1543393800011,end,,2018/11/28 15:45:56,2018/11/28 15:45:56,,,,,,,,,,,
1543393800004,remind client,Murray,2018/11/28 15:40:26,2018/11/28 15:46:41,,,,,,,,,,,
1543393800012,confirm credibility check,Mose,2018/11/28 15:45:56,2018/11/28 15:48:37,accepted,,,,,,,,,,
1543393800010,create loan offer,Ismael,2018/11/28 15:28:08,2018/11/28 15:51:46,,,,created,,,,,,,
1543393800004,remind client,Murray,2018/11/28 15:46:41,2018/11/28 15:52:56,,,,,,,,,,,
1543393800012,call client to complement information,Mose,2018/11/28 15:48:37,2018/11/28 15:54:52,,,,,pickedup,,,,,,
1543393800003,receive accepted offer,,2018/11/28 15:55:41,2018/11/28 15:55:41,,,,,,,,received,,,
1543393800010,send loan offer,Ismael,2018/11/28 15:51:46,2018/11/28 15:55:50,,,,,,,,,,,
1543393800003,send welcome letter,Rafael,2018/11/28 15:55:41,2018/11/28 16:08:28,,,,,,,,,,,
1543393800003,activate loan application,Minh,2018/11/28 15:55:41,2018/11/28 16:09:26,,,,,,,,,,completed,
1543393800003,validate loan activation,Minh,2018/11/28 16:09:26,2018/11/28 16:13:12,,,,,,,,,,,
1543393800012,create loan offer,Murray,2018/11/28 15:54:52,2018/11/28 16:14:43,,,,created,,,,,,,
1543393800012,send loan offer,Ismael,2018/11/28 16:14:43,2018/11/28 16:20:35,,,,,,,,,,,
1543393800003,execute initial payment,Minh,2018/11/28 16:13:12,2018/11/28 16:21:04,,,,,,,completed,,,,
1543393800003,return documents to client,Rafael,2018/11/28 16:21:04,2018/11/28 16:29:30,,,,,,,,,,,
1543393800003,end,,2018/11/28 16:29:30,2018/11/28 16:29:30,,,,,,,,,,,
1543393800009,after one hour 2,,2018/11/28 16:39:43,2018/11/28 16:39:43,,,,,,,,,,,
1543393800009,remind client,Ismael,2018/11/28 16:39:43,2018/11/28 16:45:08,,,,,,,,,,,
1543393800004,after one hour 2,,2018/11/28 16:52:56,2018/11/28 16:52:56,,,,,,,,,,,
1543393800010,after one hour 2,,2018/11/28 16:55:50,2018/11/28 16:55:50,,,,,,,,,,,
1543393800004,receive accepted offer,,2018/11/28 16:56:35,2018/11/28 16:56:35,,,,,,,,received,,,
1543393800010,remind client,Ismael,2018/11/28 16:55:50,2018/11/28 17:03:10,,,,,,,,,,,
1543393800004,activate loan application,Murray,2018/11/28 16:56:35,2018/11/28 17:08:48,,,,,,,,,,completed,
1543393800004,send welcome letter,Rafael,2018/11/28 16:56:35,2018/11/28 17:10:37,,,,,,,,,,,
1543393800004,validate loan activation,Murray,2018/11/28 17:08:48,2018/11/28 17:13:35,,,,,,,,,,,
1543393800012,after one hour 2,,2018/11/28 17:20:35,2018/11/28 17:20:35,,,,,,,,,,,
1543393800012,remind client,Ismael,2018/11/28 17:20:35,2018/11/28 17:23:44,,,,,,,,,,,
1543393800004,execute initial payment,Murray,2018/11/28 17:13:35,2018/11/28 17:26:51,,,,,,,completed,,,,
1543393800004,return documents to client,Rafael,2018/11/28 17:26:51,2018/11/28 17:35:05,,,,,,,,,,,
1543393800004,end,,2018/11/28 17:35:05,2018/11/28 17:35:05,,,,,,,,,,,
1543393800009,receive accepted offer,,2018/11/28 17:41:57,2018/11/28 17:41:57,,,,,,,,received,,,
1543393800012,receive accepted offer,,2018/11/28 17:43:03,2018/11/28 17:43:03,,,,,,,,received,,,
1543393800009,send welcome letter,Rafael,2018/11/28 17:41:57,2018/11/28 17:49:36,,,,,,,,,,,
1543393800012,send welcome letter,Mose,2018/11/28 17:43:03,2018/11/28 17:53:11,,,,,,,,,,,
1543393800012,activate loan application,Minh,2018/11/28 17:43:03,2018/11/28 17:53:24,,,,,,,,,,completed,
1543393800009,activate loan application,Murray,2018/11/28 17:41:57,2018/11/28 17:55:25,,,,,,,,,,completed,
1543393800012,validate loan activation,Minh,2018/11/28 17:53:24,2018/11/28 17:57:12,,,,,,,,,,,
1543393800009,validate loan activation,Murray,2018/11/28 17:55:25,2018/11/28 17:59:04,,,,,,,,,,,
1543393800010,receive accepted offer,,2018/11/28 17:59:49,2018/11/28 17:59:49,,,,,,,,received,,,
1543393800009,execute initial payment,Murray,2018/11/28 17:59:04,2018/11/28 18:05:43,,,,,,,completed,,,,
1543393800012,execute initial payment,Minh,2018/11/28 17:57:12,2018/11/28 18:08:04,,,,,,,completed,,,,
1543393800010,send welcome letter,Rafael,2018/11/28 17:59:49,2018/11/28 18:08:08,,,,,,,,,,,
1543393800010,activate loan application,Mose,2018/11/28 17:59:49,2018/11/28 18:11:34,,,,,,,,,,completed,
1543393800010,validate loan activation,Murray,2018/11/28 18:11:34,2018/11/28 18:14:54,,,,,,,,,,,
1543393800012,return documents to client,Mose,2018/11/28 18:11:34,2018/11/28 18:17:16,,,,,,,,,,,
1543393800012,end,,2018/11/28 18:17:16,2018/11/28 18:17:16,,,,,,,,,,,
1543393800009,return documents to client,Rafael,2018/11/28 18:08:08,2018/11/28 18:18:40,,,,,,,,,,,
1543393800009,end,,2018/11/28 18:18:40,2018/11/28 18:18:40,,,,,,,,,,,
1543393800010,execute initial payment,Murray,2018/11/28 18:14:54,2018/11/28 18:25:42,,,,,,,completed,,,,
1543393800010,return documents to client,Rafael,2018/11/28 18:25:42,2018/11/28 18:31:03,,,,,,,,,,,
1543393800010,end,,2018/11/28 18:31:03,2018/11/28 18:31:03,,,,,,,,,,,
1543480200000,perform EVA check,Minh,2018/11/29 10:04:23,2018/11/29 10:10:22,,,,,,accepted,,,,,
1543480200000,perform BKR check,Frank,2018/11/29 10:04:23,2018/11/29 10:10:31,,,accepted,,,,,,,,
1543480200000,perform credibility check,Frank,2018/11/29 10:10:31,2018/11/29 10:14:11,,,,,,,,,accepted,,
1543480200000,confirm credibility check,Murray,2018/11/29 10:14:11,2018/11/29 10:17:32,accepted,,,,,,,,,,
1543480200000,call client to complement information,Ismael,2018/11/29 10:17:32,2018/11/29 10:21:13,,,,,pickedup,,,,,,
1543480200001,perform BKR check,Minh,2018/11/29 10:34:02,2018/11/29 10:37:54,,,accepted,,,,,,,,
1543480200001,perform EVA check,Frank,2018/11/29 10:34:02,2018/11/29 10:41:12,,,,,,accepted,,,,,
1543480200002,perform BKR check,Mose,2018/11/29 10:37:06,2018/11/29 10:41:36,,,accepted,,,,,,,,
1543480200002,perform EVA check,Murray,2018/11/29 10:37:06,2018/11/29 10:42:25,,,,,,accepted,,,,,
1543480200001,perform credibility check,Frank,2018/11/29 10:41:12,2018/11/29 10:44:32,,,,,,,,,accepted,,
1543480200000,create loan offer,Ismael,2018/11/29 10:21:13,2018/11/29 10:45:54,,,,created,,,,,,,
1543480200001,confirm credibility check,Murray,2018/11/29 10:44:32,2018/11/29 10:47:01,accepted,,,,,,,,,,
1543480200002,perform credibility check,Minh,2018/11/29 10:42:25,2018/11/29 10:47:32,,,,,,,,,accepted,,
1543480200000,send loan offer,Ismael,2018/11/29 10:45:54,2018/11/29 10:52:32,,,,,,,,,,,
1543480200001,call client to complement information,Murray,2018/11/29 10:47:01,2018/11/29 10:52:38,,,,,notpickedup,,,,,,
1543480200002,confirm credibility check,Mose,2018/11/29 10:47:32,2018/11/29 10:54:33,accepted,,,,,,,,,,
1543480200000,check loan offer,Ismael,2018/11/29 10:52:32,2018/11/29 10:56:17,,,,,,,,,,,
1543480200002,call client to complement information,Murray,2018/11/29 10:54:33,2018/11/29 11:01:39,,,,,pickedup,,,,,,
1543480200003,perform BKR check,Minh,2018/11/29 11:03:19,2018/11/29 11:08:22,,,accepted,,,,,,,,
1543480200003,perform EVA check,Frank,2018/11/29 11:03:19,2018/11/29 11:09:54,,,,,,accepted,,,,,
1543480200002,create loan offer,Ismael,2018/11/29 11:01:39,2018/11/29 11:15:36,,,,created,,,,,,,
1543480200003,perform credibility check,Frank,2018/11/29 11:09:54,2018/11/29 11:17:02,,,,,,,,,accepted,,
1543480200002,send loan offer,Ismael,2018/11/29 11:15:36,2018/11/29 11:21:31,,,,,,,,,,,
1543480200003,confirm credibility check,Murray,2018/11/29 11:17:02,2018/11/29 11:23:17,accepted,,,,,,,,,,
1543480200003,call client to complement information,Ismael,2018/11/29 11:23:17,2018/11/29 11:29:59,,,,,pickedup,,,,,,
1543480200004,perform EVA check,Minh,2018/11/29 11:41:23,2018/11/29 11:46:21,,,,,,accepted,,,,,
1543480200004,perform BKR check,Frank,2018/11/29 11:41:23,2018/11/29 11:47:45,,,accepted,,,,,,,,
1543480200003,create loan offer,Ismael,2018/11/29 11:29:59,2018/11/29 11:52:22,,,,created,,,,,,,
1543480200004,perform credibility check,Frank,2018/11/29 11:47:45,2018/11/29 11:53:07,,,,,,,,,accepted,,
1543480200001,after one hour 2,,2018/11/29 11:56:15,2018/11/29 11:56:15,,,,,,,,,,,
1543480200000,after one hour 2,,2018/11/29 11:56:17,2018/11/29 11:56:17,,,,,,,,,,,
1543480200003,send loan offer,Ismael,2018/11/29 11:52:22,2018/11/29 11:58:43,,,,,,,,,,,
1543480200004,confirm credibility check,Murray,2018/11/29 11:53:07,2018/11/29 12:00:31,accepted,,,,,,,,,,
1543480200003,check loan offer,Murray,2018/11/29 12:00:31,2018/11/29 12:04:20,,,,,,,,,,,
1543480200005,perform BKR check,Frank,2018/11/29 12:02:00,2018/11/29 12:04:40,,,accepted,,,,,,,,
1543480200005,perform EVA check,Minh,2018/11/29 12:02:00,2018/11/29 12:05:24,,,,,,accepted,,,,,
1543480200001,call client to complement information,Mose,2018/11/29 11:56:15,2018/11/29 12:05:52,,,,,pickedup,,,,,,
1543480200000,remind client,Ismael,2018/11/29 11:58:43,2018/11/29 12:06:06,,,,,,,,,,,
1543480200005,perform credibility check,Mose,2018/11/29 12:05:52,2018/11/29 12:08:44,,,,,,,,,accepted,,
1543480200004,call client to complement information,Murray,2018/11/29 12:04:20,2018/11/29 12:09:25,,,,,pickedup,,,,,,
1543480200006,perform BKR check,Minh,2018/11/29 12:05:24,2018/11/29 12:11:26,,,rejected,,,,,,,,
1543480200006,perform EVA check,Frank,2018/11/29 12:05:18,2018/11/29 12:12:11,,,,,,accepted,,,,,
1543480200005,confirm credibility check,Mose,2018/11/29 12:08:44,2018/11/29 12:13:15,rejected,,,,,,,,,,
1543480200004,create loan offer,Murray,2018/11/29 12:09:25,2018/11/29 12:19:51,,,,created,,,,,,,
1543480200001,create loan offer,Ismael,2018/11/29 12:06:06,2018/11/29 12:20:22,,,,created,,,,,,,
1543480200005,send rejection letter,Rafael,2018/11/29 12:13:15,2018/11/29 12:21:13,,sent,,,,,,,,,
1543480200005,end,,2018/11/29 12:21:13,2018/11/29 12:21:13,,,,,,,,,,,
1543480200002,after one hour 2,,2018/11/29 12:21:31,2018/11/29 12:21:31,,,,,,,,,,,
1543480200004,send loan offer,Murray,2018/11/29 12:19:51,2018/11/29 12:22:47,,,,,,,,,,,
1543480200006,perform credibility check,Frank,2018/11/29 12:12:11,2018/11/29 12:24:11,,,,,,,,,rejected,,
1543480200001,send loan offer,Ismael,2018/11/29 12:20:22,2018/11/29 12:24:17,,,,,,,,,,,
1543480200002,remind client,Mose,2018/11/29 12:21:31,2018/11/29 12:25:11,,,,,,,,,,,
1543480200004,check loan offer,Murray,2018/11/29 12:22:47,2018/11/29 12:26:48,,,,,,,,,,,
1543480200001,check loan offer,Ismael,2018/11/29 12:24:17,2018/11/29 12:28:03,,,,,,,,,,,
1543480200002,remind client,Murray,2018/11/29 12:26:48,2018/11/29 12:30:27,,,,,,,,,,,
1543480200006,confirm credibility check,Mose,2018/11/29 12:25:11,2018/11/29 12:32:20,rejected,,,,,,,,,,
1543480200002,remind client,Ismael,2018/11/29 12:30:27,2018/11/29 12:34:07,,,,,,,,,,,
1543480200007,perform BKR check,Minh,2018/11/29 12:28:54,2018/11/29 12:34:48,,,accepted,,,,,,,,
1543480200007,perform EVA check,Frank,2018/11/29 12:28:54,2018/11/29 12:35:32,,,,,,accepted,,,,,
1543480200006,send rejection letter,Rafael,2018/11/29 12:32:20,2018/11/29 12:39:22,,sent,,,,,,,,,
1543480200006,end,,2018/11/29 12:39:22,2018/11/29 12:39:22,,,,,,,,,,,
1543480200007,perform credibility check,Frank,2018/11/29 12:35:32,2018/11/29 12:41:13,,,,,,,,,accepted,,
1543480200008,perform BKR check,Minh,2018/11/29 12:38:04,2018/11/29 12:42:03,,,accepted,,,,,,,,
1543480200008,perform EVA check,Murray,2018/11/29 12:38:04,2018/11/29 12:43:52,,,,,,accepted,,,,,
1543480200007,confirm credibility check,Mose,2018/11/29 12:41:13,2018/11/29 12:46:26,accepted,,,,,,,,,,
1543480200002,receive accepted offer,,2018/11/29 12:48:43,2018/11/29 12:48:43,,,,,,,,received,,,
1543480200008,perform credibility check,Frank,2018/11/29 12:43:52,2018/11/29 12:49:44,,,,,,,,,accepted,,
1543480200004,receive accepted offer,,2018/11/29 12:50:48,2018/11/29 12:50:48,,,,,,,,received,,,
1543480200007,call client to complement information,Ismael,2018/11/29 12:46:26,2018/11/29 12:50:52,,,,,pickedup,,,,,,
1543480200002,send welcome letter,Rafael,2018/11/29 12:48:43,2018/11/29 12:57:23,,,,,,,,,,,
1543480200008,confirm credibility check,Mose,2018/11/29 12:49:44,2018/11/29 12:59:33,accepted,,,,,,,,,,
1543480200002,activate loan application,Murray,2018/11/29 12:48:43,2018/11/29 13:00:16,,,,,,,,,,completed,
1543480200000,receive accepted offer,,2018/11/29 13:01:23,2018/11/29 13:01:23,,,,,,,,received,,,
1543480200002,validate loan activation,Murray,2018/11/29 13:00:16,2018/11/29 13:03:10,,,,,,,,,,,
1543480200004,activate loan application,Minh,2018/11/29 12:50:48,2018/11/29 13:04:04,,,,,,,,,,completed,
1543480200003,after one hour 2,,2018/11/29 13:04:20,2018/11/29 13:04:20,,,,,,,,,,,
1543480200008,call client to complement information,Mose,2018/11/29 12:59:33,2018/11/29 13:06:57,,,,,pickedup,,,,,,
1543480200004,send welcome letter,Rafael,2018/11/29 12:57:23,2018/11/29 13:07:30,,,,,,,,,,,
1543480200000,activate loan application,Murray,2018/11/29 13:03:10,2018/11/29 13:09:05,,,,,,,,,,completed,
1543480200003,remind client,Mose,2018/11/29 13:06:57,2018/11/29 13:11:03,,,,,,,,,,,
1543480200003,receive accepted offer,,2018/11/29 13:11:23,2018/11/29 13:11:23,,,,,,,,received,,,
1543480200004,validate loan activation,Murray,2018/11/29 13:09:05,2018/11/29 13:12:43,,,,,,,,,,,
1543480200000,send welcome letter,Rafael,2018/11/29 13:07:30,2018/11/29 13:13:25,,,,,,,,,,,
1543480200002,execute initial payment,Minh,2018/11/29 13:04:04,2018/11/29 13:13:43,,,,,,,completed,,,,
1543480200000,validate loan activation,Mose,2018/11/29 13:11:03,2018/11/29 13:13:51,,,,,,,,,,,
1543480200007,create loan offer,Ismael,2018/11/29 12:50:52,2018/11/29 13:16:16,,,,created,,,,,,,
1543480200001,receive accepted offer,,2018/11/29 13:20:42,2018/11/29 13:20:42,,,,,,,,received,,,
1543480200003,activate loan application,Murray,2018/11/29 13:12:43,2018/11/29 13:21:02,,,,,,,,,,completed,
1543480200007,send loan offer,Ismael,2018/11/29 13:16:16,2018/11/29 13:21:18,,,,,,,,,,,
1543480200004,execute initial payment,Minh,2018/11/29 13:13:43,2018/11/29 13:21:39,,,,,,,completed,,,,
1543480200008,create loan offer,Mose,2018/11/29 13:13:51,2018/11/29 13:26:03,,,,created,,,,,,,
1543480200007,check loan offer,Ismael,2018/11/29 13:21:18,2018/11/29 13:26:04,,,,,,,,,,,
1543480200003,validate loan activation,Minh,2018/11/29 13:21:39,2018/11/29 13:26:20,,,,,,,,,,,
1543480200003,send welcome letter,Rafael,2018/11/29 13:13:25,2018/11/29 13:28:01,,,,,,,,,,,
1543480200001,activate loan application,Murray,2018/11/29 13:21:02,2018/11/29 13:29:00,,,,,,,,,,completed,
1543480200008,send loan offer,Ismael,2018/11/29 13:26:04,2018/11/29 13:31:48,,,,,,,,,,,
1543480200000,execute initial payment,Minh,2018/11/29 13:26:20,2018/11/29 13:32:06,,,,,,,completed,,,,
1543480200001,validate loan activation,Minh,2018/11/29 13:32:06,2018/11/29 13:35:10,,,,,,,,,,,
1543480200002,return documents to client,Rafael,2018/11/29 13:28:01,2018/11/29 13:36:58,,,,,,,,,,,
1543480200002,end,,2018/11/29 13:36:58,2018/11/29 13:36:58,,,,,,,,,,,
1543480200001,send welcome letter,Mose,2018/11/29 13:26:03,2018/11/29 13:39:47,,,,,,,,,,,
1543480200003,execute initial payment,Murray,2018/11/29 13:29:00,2018/11/29 13:42:48,,,,,,,completed,,,,
1543480200004,return documents to client,Rafael,2018/11/29 13:36:58,2018/11/29 13:45:03,,,,,,,,,,,
1543480200004,end,,2018/11/29 13:45:03,2018/11/29 13:45:03,,,,,,,,,,,
1543480200009,perform BKR check,Frank,2018/11/29 13:41:33,2018/11/29 13:47:52,,,accepted,,,,,,,,
1543480200001,execute initial payment,Minh,2018/11/29 13:35:10,2018/11/29 13:48:38,,,,,,,completed,,,,
1543480200009,perform EVA check,Murray,2018/11/29 13:42:48,2018/11/29 13:49:55,,,,,,accepted,,,,,
1543480200000,return documents to client,Mose,2018/11/29 13:39:47,2018/11/29 13:50:56,,,,,,,,,,,
1543480200000,end,,2018/11/29 13:50:56,2018/11/29 13:50:56,,,,,,,,,,,
1543480200003,return documents to client,Rafael,2018/11/29 13:45:03,2018/11/29 13:54:24,,,,,,,,,,,
1543480200003,end,,2018/11/29 13:54:24,2018/11/29 13:54:24,,,,,,,,,,,
1543480200009,perform credibility check,Frank,2018/11/29 13:49:55,2018/11/29 13:54:38,,,,,,,,,rejected,,
1543480200001,return documents to client,Mose,2018/11/29 13:50:56,2018/11/29 14:03:37,,,,,,,,,,,
1543480200001,end,,2018/11/29 14:03:37,2018/11/29 14:03:37,,,,,,,,,,,
1543480200010,perform EVA check,Minh,2018/11/29 14:00:14,2018/11/29 14:06:17,,,,,,accepted,,,,,
1543480200010,perform BKR check,Frank,2018/11/29 14:00:14,2018/11/29 14:06:35,,,accepted,,,,,,,,
1543480200010,perform credibility check,Frank,2018/11/29 14:06:35,2018/11/29 14:10:16,,,,,,,,,accepted,,
1543480200009,perform credit check,Murray,2018/11/29 13:54:38,2018/11/29 14:18:16,,,accepted,,,accepted,,,rejected,,
1543480200010,confirm credibility check,Mose,2018/11/29 14:10:16,2018/11/29 14:18:24,accepted,,,,,,,,,,
1543480200010,call client to complement information,Ismael,2018/11/29 14:18:24,2018/11/29 14:24:48,,,,,pickedup,,,,,,
1543480200011,perform BKR check,Minh,2018/11/29 14:22:09,2018/11/29 14:25:40,,,accepted,,,,,,,,
1543480200007,after one hour 2,,2018/11/29 14:26:04,2018/11/29 14:26:04,,,,,,,,,,,
1543480200011,perform EVA check,Frank,2018/11/29 14:22:09,2018/11/29 14:26:17,,,,,,accepted,,,,,
1543480200011,perform credibility check,Frank,2018/11/29 14:26:17,2018/11/29 14:29:34,,,,,,,,,accepted,,
1543480200012,perform EVA check,Minh,2018/11/29 14:25:55,2018/11/29 14:30:21,,,,,,rejected,,,,,
1543480200009,confirm credibility check,Murray,2018/11/29 14:18:16,2018/11/29 14:31:24,rejected,,,,,,,,,,
1543480200008,after one hour 2,,2018/11/29 14:31:48,2018/11/29 14:31:48,,,,,,,,,,,
1543480200012,perform BKR check,Mose,2018/11/29 14:25:55,2018/11/29 14:32:33,,,accepted,,,,,,,,
1543480200011,confirm credibility check,Murray,2018/11/29 14:31:24,2018/11/29 14:33:52,accepted,,,,,,,,,,
1543480200010,create loan offer,Ismael,2018/11/29 14:24:48,2018/11/29 14:37:34,,,,created,,,,,,,
1543480200007,remind client,Mose,2018/11/29 14:32:33,2018/11/29 14:38:16,,,,,,,,,,,
1543480200012,perform credibility check,Frank,2018/11/29 14:32:33,2018/11/29 14:38:20,,,,,,,,,rejected,,
1543480200011,call client to complement information,Ismael,2018/11/29 14:37:34,2018/11/29 14:40:09,,,,,pickedup,,,,,,
1543480200008,remind client,Murray,2018/11/29 14:33:52,2018/11/29 14:40:26,,,,,,,,,,,
1543480200010,send loan offer,Mose,2018/11/29 14:38:16,2018/11/29 14:44:15,,,,,,,,,,,
1543480200009,send rejection letter,Rafael,2018/11/29 14:31:24,2018/11/29 14:45:58,,sent,,,,,,,,,
1543480200009,end,,2018/11/29 14:45:58,2018/11/29 14:45:58,,,,,,,,,,,
1543480200012,confirm credibility check,Murray,2018/11/29 14:40:26,2018/11/29 14:48:09,rejected,,,,,,,,,,
1543480200007,receive accepted offer,,2018/11/29 15:00:29,2018/11/29 15:00:29,,,,,,,,received,,,
1543480200012,send rejection letter,Rafael,2018/11/29 14:48:09,2018/11/29 15:02:56,,sent,,,,,,,,,
1543480200012,end,,2018/11/29 15:02:56,2018/11/29 15:02:56,,,,,,,,,,,
1543480200011,create loan offer,Ismael,2018/11/29 14:40:09,2018/11/29 15:06:20,,,,created,,,,,,,
1543480200011,send loan offer,Ismael,2018/11/29 15:06:20,2018/11/29 15:08:59,,,,,,,,,,,
1543480200007,activate loan application,Murray,2018/11/29 15:00:29,2018/11/29 15:09:33,,,,,,,,,,completed,
1543480200013,perform EVA check,Minh,2018/11/29 15:05:56,2018/11/29 15:09:53,,,,,,accepted,,,,,
1543480200007,send welcome letter,Mose,2018/11/29 15:00:29,2018/11/29 15:10:14,,,,,,,,,,,
1543480200013,perform BKR check,Frank,2018/11/29 15:05:56,2018/11/29 15:10:29,,,accepted,,,,,,,,
1543480200011,check loan offer,Ismael,2018/11/29 15:08:59,2018/11/29 15:11:59,,,,,,,,,,,
1543480200013,perform credibility check,Frank,2018/11/29 15:10:29,2018/11/29 15:13:38,,,,,,,,,accepted,,
1543480200007,validate loan activation,Murray,2018/11/29 15:09:33,2018/11/29 15:14:29,,,,,,,,,,,
1543480200013,confirm credibility check,Mose,2018/11/29 15:13:38,2018/11/29 15:15:56,accepted,,,,,,,,,,
1543480200013,call client to complement information,Ismael,2018/11/29 15:15:56,2018/11/29 15:20:37,,,,,pickedup,,,,,,
1543480200007,execute initial payment,Murray,2018/11/29 15:14:29,2018/11/29 15:27:32,,,,,,,completed,,,,
1543480200007,return documents to client,Rafael,2018/11/29 15:27:32,2018/11/29 15:36:50,,,,,,,,,,,
1543480200007,end,,2018/11/29 15:36:50,2018/11/29 15:36:50,,,,,,,,,,,
1543480200013,create loan offer,Ismael,2018/11/29 15:20:37,2018/11/29 15:37:50,,,,created,,,,,,,
1543480200008,after one hour 2,,2018/11/29 15:40:26,2018/11/29 15:40:26,,,,,,,,,,,
1543480200013,send loan offer,Ismael,2018/11/29 15:37:50,2018/11/29 15:43:49,,,,,,,,,,,
1543480200010,after one hour 2,,2018/11/29 15:44:15,2018/11/29 15:44:15,,,,,,,,,,,
1543480200010,remind client,Mose,2018/11/29 15:44:15,2018/11/29 15:46:56,,,,,,,,,,,
1543480200008,remind client,Murray,2018/11/29 15:40:26,2018/11/29 15:47:00,,,,,,,,,,,
1543480200013,check loan offer,Ismael,2018/11/29 15:43:49,2018/11/29 15:47:39,,,,,,,,,,,
1543480200010,receive accepted offer,,2018/11/29 16:03:11,2018/11/29 16:03:11,,,,,,,,received,,,
1543480200010,send welcome letter,Rafael,2018/11/29 16:03:11,2018/11/29 16:09:27,,,,,,,,,,,
1543480200010,activate loan application,Murray,2018/11/29 16:03:11,2018/11/29 16:14:34,,,,,,,,,,completed,
1543480200011,after one hour 1,,2018/11/29 16:16:01,2018/11/29 16:16:01,,,,,,,,,,,
1543480200010,validate loan activation,Murray,2018/11/29 16:14:34,2018/11/29 16:18:38,,,,,,,,,,,
1543480200010,execute initial payment,Murray,2018/11/29 16:18:38,2018/11/29 16:28:10,,,,,,,completed,,,,
